anon_user_id,pool_id,question,options_list,response,answer_result,pool_type,category,show_tag,dna_archetype,favorite_genres,flavor_notes,tv_shows_watched,movies_watched,books_read,trivia_points,longest_streak
c526c53e40233c0b6994274c7b89ac79,c405f1ff-b3fb-40e9-8322-c32ad6d5eb37,In which book series would you find the character Daenerys Targaryen?,The Wheel of Time | A Song of Ice and Fire | Percy Jackson & the Olympians | Mistborn,A Song of Ice and Fire,Correct,trivia,Books,Game of Thrones,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,e206d245-7943-4e3c-af5f-71275aa4b8cc,Finish the lyric from Queen's 'Bohemian Rhapsody': 'Is this the real life? Is this just...',fantasy | illusion | a dream | pretend,fantasy,Correct,trivia,Music,Queen,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,e7a894b5-669e-4005-951a-a7c1eacdd14d,What year was the movie Titanic released?,1995 | 1997 | 1999 | 2001,1997,Correct,trivia,Movies,Titanic,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,f8b864b9-7865-4d0c-8599-1d175f6ecf47,What year was 'The Matrix' released?,1997 | 1998 | 1999 | 2000,1999,Correct,trivia,Movies,The Matrix,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,ffaec615-860d-4ef2-a56f-900727665b97,Who wrote the 'His Dark Materials' series?,Philip Pullman | C.S. Lewis | Ursula K. Le Guin | J.K. Rowling,Philip Pullman,Correct,trivia,Books,His Dark Materials,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,4eff8b09-538b-48c9-a42c-6f6df9634e06,Which is the ultimate comfort show?,The Office | Parks and Recreation | Gilmore Girls | Brooklyn Nine-Nine,Gilmore Girls,Voted,vote,TV,,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,vote-tv-best-theme-song-you-never-skip,Best theme song you never skip?,Friends | Succession | The O.C. | The Office,Friends,Voted,vote,TV,,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,vote-tv-which-show-do-you-put-on-while-doing-everything-else,Which show do you put on while doing everything else?,Gilmore Girls | Friends | The Office | Grey’s Anatomy,Gilmore Girls,Voted,vote,TV,,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
c526c53e40233c0b6994274c7b89ac79,vote-tv-your-binge-style-is,Your binge style is…,One episode/night | Weekend binge | Background binge | Wait for finale,Background binge,Voted,vote,TV,,Time-Traveling Escapist,Fantasy | Historical | Action | Comedy | Drama | Rom-com/chick-lit | Science Fiction | Documentaries,Classic comedy lover | Historical escapism | Chill sports fan,3,0,0,0,1
2209aa8f398ae7bdd194af5a33176857,poll-day-59,Which movie would you rewatch right now?,The Dark Knight | Mean Girls | Jurassic Park | The Social Network,Mean Girls,Voted,vote,Movies,,,,,0,0,0,10,0
0fff2e11508e23ed9aeec0089e7cee73,816f4066-26e0-48f8-9da2-8d98c3f74935,Will the upcoming James Bond film redefine the franchise?,"Yes, groundbreaking | No, more of the same","No, more of the same",Voted,predict,Movies,James Bond,,,,2,1,1,0,1
306535b711886eece4509975d3a14fbc,816f4066-26e0-48f8-9da2-8d98c3f74935,Will the upcoming James Bond film redefine the franchise?,"Yes, groundbreaking | No, more of the same","No, more of the same",Voted,predict,Movies,James Bond,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,a1e451a5-2fe8-4127-b4fd-12baff69f79d,"Will ""Reminders of Him"" be better or worse than ""It Ends With Us""?",Better | Worse,Worse,Voted,predict,movie,,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,16ce981b-204e-4aa8-8b16-46108ea5a1d6,Which sequel came THIRD in the Jurassic Park series?,Jurassic Park III | Jurassic World: Fallen Kingdom | Jurassic World | The Lost World: Jurassic Park,Jurassic Park III,Correct,trivia,Movies,Jurassic Park,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,4e9526f9-b5e5-410e-bb71-b7d30b290076,"Which of these released first: 'The Matrix', 'Fight Club', 'The Sixth Sense', or 'American Beauty'?",The Sixth Sense | Fight Club | American Beauty | The Matrix,The Matrix,Incorrect,trivia,Movies,The Matrix,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,5c50c8ef-c5d6-464f-99eb-3f97c2193925,Who directed the movie Parasite?,Kim Ki-duk | Lee Chang-dong | Bong Joon-ho | Park Chan-wook,Park Chan-wook,Incorrect,trivia,Movies,Parasite,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,a4b1ad79-3f28-4fe5-bace-6bafcd87f78e,Who directed 'Inception'?,Christopher Nolan | Steven Spielberg | Quentin Tarantino | James Cameron,Christopher Nolan,Correct,trivia,Movies,Inception,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,cba16bb1-1afa-467d-86ea-4691819bb9bb,What year did 'The Lion King' (animated) release?,1995 | 1992 | 1993 | 1994,1992,Incorrect,trivia,Movies,The Lion King,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,e280f694-1606-426d-a8e5-c6c5d04c0936,Who won the Oscar for Best Picture in 2008?,Slumdog Millionaire | The Curious Case of Benjamin Button | Milk | Frost/Nixon,The Curious Case of Benjamin Button,Incorrect,trivia,Movies,Slumdog Millionaire,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,e7a894b5-669e-4005-951a-a7c1eacdd14d,What year was the movie Titanic released?,1995 | 1997 | 1999 | 2001,1997,Correct,trivia,Movies,Titanic,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
306535b711886eece4509975d3a14fbc,poll-day-59,Which movie would you rewatch right now?,The Dark Knight | Mean Girls | Jurassic Park | The Social Network,Jurassic Park,Voted,vote,Movies,,Energetic World-Hopper,Action | Comedy | Documentaries | Nonfiction,Dynamic content mix | Mood-driven choices | Insightful & playful,5,11,1,70,1
a345dabadb193b4f6d23a9df1b45e4bc,poll-day-59,Which movie would you rewatch right now?,The Dark Knight | Mean Girls | Jurassic Park | The Social Network,Mean Girls,Voted,vote,Movies,,,,,0,0,0,0,0
021447b189b728cde7235766ecbcc211,poll-day-59,Which movie would you rewatch right now?,The Dark Knight | Mean Girls | Jurassic Park | The Social Network,Mean Girls,Voted,vote,Movies,,Heartfelt Escapist • NCAA Edition,"Comedy | Historical | Rom-com/chick-lit | Romance | Fantasy | Drama | Lifestyle (Home Reno, Food, Travel)",Emotional escapism | Collegiate sports fan | Classic literary taste,0,0,0,0,0
fc04de675228bd152e9d470b3ff3e741,12e434cb-9cc9-4f1e-8b89-4caba7bdd012,Team Edward or Team Jacob?,Team Edward | Team Jacob,Team Jacob,Voted,predict,Movies,Twilight,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,1948e90c-e1bb-4e87-ada5-72d53d03865a,Will Taylor Frankie Paul's Season ever air?,Yes | No,Yes,Voted,predict,movie,,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,3b3a2798-8bcd-427e-9f6d-ca003393879a,Will the new Hunger Games prequel meet fan expectations?,"Yes, for sure | No, it won't","No, it won't",Voted,predict,Movies,The Hunger Games,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,62a3d3c2-8d90-4a6e-afb0-bddea318607b,Will Taylor Swift's next album break streaming records?,"Yes, for sure | Not this time","Yes, for sure",Voted,predict,Music,Taylor Swift,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,6856dea6-7de9-47a4-92bb-133f6775540c,Which adaptation was better: 'The Lion King' animated or live-action?,Animated | Live-action,Animated,Voted,predict,Movies,The Lion King,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,6a38dba1-3cd7-4279-8655-15269b51c6af,Do you think Chris Evans will return as Captain America?,"Yes, he will | No, he's done","No, he's done",Voted,predict,Movies,Marvel Cinematic Universe,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,7b0db568-df43-48de-8725-97b58e0b801c,Best fictional school to attend:,Hogwarts | Xavier's School for Gifted Youngsters | Starfleet Academy | Camp Half-Blood,Xavier's School for Gifted Youngsters,Voted,predict,Pop Culture,,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,80f67d54-b6e7-48aa-844c-3de7b4629249,Does 'The Wheel of Time' become the next Big Fantasy Hit?,"Yes, it's got potential | No, it's not quite there","Yes, it's got potential",Voted,predict,TV,The Wheel of Time,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,984aedd1-eeff-46fb-831d-5085ad5c13b0,Which 90s sitcom deserves a reboot?,Friends | The Fresh Prince of Bel-Air | Seinfeld | Frasier,Seinfeld,Voted,predict,TV,,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
fc04de675228bd152e9d470b3ff3e741,d25b31c4-4ba5-4a4a-aff1-44ce8eb4c36b,Will Secret Lives of Mormon Wives: OC flop — or will the drama carry it anyway?,Flop | Succeed | 👀 🍿🍿🍿🍿,👀 🍿🍿🍿🍿,Voted,predict,Pop Culture,,Emotional Sleuth,"Animation | Comedy | Crime | Lifestyle (Home Reno, Food, Travel) | Mystery/Thriller | Rom-com/chick-lit | Documentaries",Heartfelt storytelling | Twist-loving detective | Day-by-day choices,0,0,0,10,0
